0.0001004600,1.0153394619
0.0001015100,1.0153405128
0.0001025700,1.0153412134
0.0001036400,1.0153422645
0.0001047200,1.0153429651
0.0001058100,1.0153440162
0.0001069100,1.0153447169
0.0001080200,1.0153457680
0.0001091500,1.0153464688
0.0001102900,1.0153475200
0.0001114400,1.0153482208
0.0001126000,1.0153492720
0.0001137700,1.0153503233
0.0001149600,1.0153510242
0.0001161500,1.0153520755
0.0001173600,1.0153531269
0.0001185900,1.0153538278
0.0001198200,1.0153548793
0.0001210700,1.0153559308
0.0001223300,1.0153569823
0.0001236100,1.0153576833
0.0001249000,1.0153587348
0.0001262000,1.0153597864
0.0001275100,1.0153608381
0.0001288400,1.0153618898
0.0001301800,1.0153629415
0.0001315400,1.0153639932
0.0001329100,1.0153650450
0.0001343000,1.0153660968
0.0001357000,1.0153671487
0.0001371100,1.0153682006
0.0001385400,1.0153692525
0.0001399800,1.0153703044
0.0001414400,1.0153713564
0.0001429100,1.0153724085
0.0001444000,1.0153734606
0.0001459100,1.0153745127
0.0001474300,1.0153755648
0.0001489700,1.0153769677
0.0001505200,1.0153780199
0.0001520900,1.0153790722
0.0001536700,1.0153801245
0.0001552700,1.0153815276
0.0001568900,1.0153825800
0.0001585300,1.0153836324
0.0001601800,1.0153850357
0.0001618500,1.0153860882
0.0001635300,1.0153874916
0.0001652400,1.0153885442
0.0001669600,1.0153899477
0.0001687000,1.0153910004
0.0001704600,1.0153924040
0.0001722300,1.0153934567
0.0001740300,1.0153948605
0.0001758400,1.0153959133
0.0001776700,1.0153973171
0.0001795300,1.0153987210
0.0001814000,1.0153997740
0.0001832900,1.0154011780
0.0001852000,1.0154025821
0.0001871300,1.0154039862
0.0001890800,1.0154050394
0.0001910500,1.0154064436
0.0001930400,1.0154078480
0.0001950500,1.0154092524
0.0001970800,1.0154106568
0.0001991400,1.0154120613
0.0002012100,1.0154134659
0.0002033100,1.0154148705
0.0002054300,1.0154162752
0.0002075700,1.0154176800
0.0002097300,1.0154190848
0.0002119200,1.0154204897
0.0002141200,1.0154218947
0.0002163600,1.0154232997
0.0002186100,1.0154247048
0.0002208900,1.0154261100
0.0002231900,1.0154278665
0.0002255200,1.0154292718
0.0002278700,1.0154306771
0.0002302400,1.0154324339
0.0002326400,1.0154338394
0.0002350600,1.0154352450
0.0002375100,1.0154370021
0.0002399900,1.0154384078
0.0002424900,1.0154401650
0.0002450200,1.0154415708
0.0002475700,1.0154433283
0.0002501500,1.0154447343
0.0002527600,1.0154464918
0.0002553900,1.0154478980
0.0002580500,1.0154496558
0.0002607400,1.0154514136
0.0002634600,1.0154528200
0.0002662000,1.0154545780
0.0002689800,1.0154563362
0.0002717800,1.0154577428
0.0002746100,1.0154595011
0.0002774700,1.0154612596
0.0002803700,1.0154630181
0.0002832900,1.0154647767
0.0002862400,1.0154665354
0.0002892200,1.0154682943
0.0002922400,1.0154700532
0.0002952800,1.0154718122
0.0002983600,1.0154735714
0.0003014700,1.0154753306
0.0003046100,1.0154770899
0.0003077800,1.0154788494
0.0003109900,1.0154806089
0.0003142300,1.0154823685
0.0003175100,1.0154844802
0.0003208100,1.0154862400
0.0003241600,1.0154880000
0.0003275300,1.0154897600
0.0003309500,1.0154918722
0.0003344000,1.0154936325
0.0003378800,1.0154957450
0.0003414000,1.0154975055
0.0003449600,1.0154992660
0.0003485500,1.0155013789
0.0003521900,1.0155031397
0.0003558600,1.0155052528
0.0003595700,1.0155073661
0.0003633100,1.0155091272
0.0003671000,1.0155112407
0.0003709200,1.0155130021
0.0003747900,1.0155151159
0.0003786900,1.0155172298
0.0003826400,1.0155193438
0.0003866300,1.0155211057
0.0003906600,1.0155232200
0.0003947300,1.0155253345
0.0003988400,1.0155274491
0.0004030000,1.0155295638
0.0004072000,1.0155316788
0.0004114400,1.0155337938
0.0004157300,1.0155359090
0.0004200600,1.0155380243
0.0004244400,1.0155401398
0.0004288600,1.0155422554
0.0004333300,1.0155443712
0.0004378500,1.0155464871
0.0004424100,1.0155489559
0.0004470200,1.0155510721
0.0004516800,1.0155531884
0.0004563800,1.0155553050
0.0004611400,1.0155577744
0.0004659400,1.0155598912
0.0004708000,1.0155623610
0.0004757100,1.0155644782
0.0004806600,1.0155665955
0.0004856700,1.0155690658
0.0004907300,1.0155711834
0.0004958500,1.0155736541
0.0005010100,1.0155761250
0.0005062400,1.0155782431
0.0005115100,1.0155807143
0.0005168400,1.0155828327
0.0005222300,1.0155853044
0.0005276700,1.0155877762
0.0005331700,1.0155902482
0.0005387200,1.0155923672
0.0005443400,1.0155948396
0.0005500100,1.0155973122
0.0005557400,1.0155997850
0.0005615300,1.0156022580
0.0005673800,1.0156047311
0.0005733000,1.0156072045
0.0005792700,1.0156096780
0.0005853100,1.0156121518
0.0005914100,1.0156146258
0.0005975700,1.0156170999
0.0006038000,1.0156195743
0.0006100900,1.0156220488
0.0006164500,1.0156245235
0.0006228700,1.0156273521
0.0006293600,1.0156298272
0.0006359200,1.0156323026
0.0006425500,1.0156351318
0.0006492400,1.0156376076
0.0006560100,1.0156400835
