0.00010050,4.70440831
0.00010150,4.70473703
0.00010260,4.70495380
0.00010360,4.70500298
0.00010470,4.70481884
0.00010580,4.70453210
0.00010690,4.70407346
0.00010800,4.70347186
0.00010910,4.70393566
0.00011030,4.70416431
0.00011140,4.70405536
0.00011260,4.70374020
0.00011380,4.70323511
0.00011500,4.70364913
0.00011620,4.70265201
0.00011740,4.70241289
0.00011860,4.70316658
0.00011980,4.70237382
0.00012110,4.70238682
0.00012230,4.70199563
0.00012360,4.70248039
0.00012490,4.70265873
0.00012620,4.70233070
0.00012750,4.70162983
0.00012880,4.70161069
0.00013020,4.70110644
0.00013150,4.70132926
0.00013290,4.70113308
0.00013430,4.70150549
0.00013570,4.70151845
0.00013710,4.70087885
0.00013850,4.70096787
0.00014000,4.70043185
0.00014140,4.70040355
0.00014290,4.69975911
0.00014440,4.69987818
0.00014590,4.70009286
0.00014740,4.69981466
0.00014900,4.70014641
0.00015050,4.69969585
0.00015210,4.69982824
0.00015370,4.69913416
0.00015530,4.69897723
0.00015690,4.69882470
0.00015850,4.69912081
0.00016020,4.69876720
0.00016190,4.69878527
0.00016350,4.69806769
0.00016520,4.69846385
0.00016700,4.69798195
0.00016870,4.69801109
0.00017050,4.69784400
0.00017220,4.69720440
0.00017400,4.69742518
0.00017580,4.69704749
0.00017770,4.69668589
0.00017950,4.69719735
0.00018140,4.69697935
0.00018330,4.69679518
0.00018520,4.69660921
0.00018710,4.69643670
0.00018910,4.69623356
0.00019110,4.69607005
0.00019300,4.69583413
0.00019500,4.69552680
0.00019710,4.69514700
0.00019910,4.69539841
0.00020120,4.69485244
0.00020330,4.69490645
0.00020540,4.69483918
0.00020760,4.69455375
0.00020970,4.69418046
0.00021190,4.69427817
0.00021410,4.69356047
0.00021640,4.69396474
0.00021860,4.69347472
0.00022090,4.69342788
0.00022320,4.69302354
0.00022550,4.69311554
0.00022790,4.69290816
0.00023020,4.69243271
0.00023260,4.69232626
0.00023510,4.69188992
0.00023750,4.69162117
0.00024000,4.69175398
0.00024250,4.69147186
0.00024500,4.69148582
0.00024760,4.69109430
0.00025010,4.69086304
0.00025280,4.69091581
0.00025540,4.69040237
0.00025810,4.69014768
0.00026070,4.68998114
0.00026350,4.68986841
0.00026620,4.68940597
0.00026900,4.68945480
0.00027180,4.68908545
0.00027460,4.68878114
0.00027750,4.68848855
0.00028040,4.68864713
0.00028330,4.68837521
0.00028620,4.68811548
0.00028920,4.68779271
0.00029220,4.68780094
0.00029530,4.68729765
0.00029840,4.68714665
0.00030150,4.68699839
0.00030460,4.68675131
0.00030780,4.68628770
0.00031100,4.68618750
0.00031420,4.68585941
0.00031750,4.68587709
0.00032080,4.68520631
0.00032420,4.68529405
0.00032750,4.68466479
0.00033090,4.68473827
0.00033440,4.68446646
0.00033790,4.68397966
0.00034140,4.68383352
0.00034500,4.68381448
0.00034850,4.68327624
