0.0001004600,0.0000021847
0.0001015100,0.0000022054
0.0001025700,0.0000022264
0.0001036400,0.0000022475
0.0001047200,0.0000022688
0.0001058100,0.0000022903
0.0001069100,0.0000023120
0.0001080200,0.0000023339
0.0001091500,0.0000023559
0.0001102900,0.0000023782
0.0001114400,0.0000024006
0.0001126000,0.0000024232
0.0001137700,0.0000024461
0.0001149600,0.0000024691
0.0001161500,0.0000024923
0.0001173600,0.0000025157
0.0001185900,0.0000025393
0.0001198200,0.0000025631
0.0001210700,0.0000025872
0.0001223300,0.0000026114
0.0001236100,0.0000026358
0.0001249000,0.0000026604
0.0001262000,0.0000026853
0.0001275100,0.0000027103
0.0001288400,0.0000027357
0.0001301800,0.0000027612
0.0001315400,0.0000027866
0.0001329100,0.0000028126
0.0001343000,0.0000028387
0.0001357000,0.0000028652
0.0001371100,0.0000028918
0.0001385400,0.0000029183
0.0001399800,0.0000029455
0.0001414400,0.0000029726
0.0001429100,0.0000030002
0.0001444000,0.0000030279
0.0001459100,0.0000030555
0.0001474300,0.0000030838
0.0001489700,0.0000031123
0.0001505200,0.0000031408
0.0001520900,0.0000031695
0.0001536700,0.0000031986
0.0001552700,0.0000032279
0.0001568900,0.0000032575
0.0001585300,0.0000032871
0.0001601800,0.0000033173
0.0001618500,0.0000033474
0.0001635300,0.0000033781
0.0001652400,0.0000034088
0.0001669600,0.0000034398
0.0001687000,0.0000034711
0.0001704600,0.0000035026
0.0001722300,0.0000035341
0.0001740300,0.0000035663
0.0001758400,0.0000035986
0.0001776700,0.0000036310
0.0001795300,0.0000036639
0.0001814000,0.0000036968
0.0001832900,0.0000037300
0.0001852000,0.0000037635
0.0001871300,0.0000037976
0.0001890800,0.0000038316
0.0001910500,0.0000038659
0.0001930400,0.0000039005
0.0001950500,0.0000039353
0.0001970800,0.0000039705
0.0001991400,0.0000040059
0.0002012100,0.0000040416
0.0002033100,0.0000040776
0.0002054300,0.0000041138
0.0002075700,0.0000041504
0.0002097300,0.0000041872
0.0002119200,0.0000042243
0.0002141200,0.0000042616
0.0002163600,0.0000042995
0.0002186100,0.0000043374
0.0002208900,0.0000043756
0.0002231900,0.0000044141
0.0002255200,0.0000044529
0.0002278700,0.0000044922
0.0002302400,0.0000045315
0.0002326400,0.0000045711
0.0002350600,0.0000046112
0.0002375100,0.0000046517
0.0002399900,0.0000046921
0.0002424900,0.0000047331
0.0002450200,0.0000047743
0.0002475700,0.0000048159
0.0002501500,0.0000048577
0.0002527600,0.0000048998
0.0002553900,0.0000049422
0.0002580500,0.0000049851
0.0002607400,0.0000050281
0.0002634600,0.0000050715
0.0002662000,0.0000051153
0.0002689800,0.0000051594
